source_id,tier,publisher,author_or_maintainer,title,url,domain,equipment,configuration,provenance_status,rights_status,retrieval_status,authority_status,scope_status,residual_status,manifest_path
p5-us-air-kc130j-lockheed2023,B,Lockheed Martin Aeronautics,,C-130J Super Hercules Fast Facts (October 2023),https://www.lockheedmartin.com/content/dam/lockheed-martin/aero/documents/October%202023%20C-130J%20Fast%20Facts.pdf,air,KC-130J / C-130J family,Manufacturer table's KC/HC/C-130J standard-length column; C-130J-30 and MC-130J columns are excluded. The table is used only where it names the common KC/HC standard-length column or common powerplant.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/lockheed_martin/p5-us-air-kc130j-lockheed2023/manifest.md
p5-us-air-kc130j-navair,A,Naval Air Systems Command,,C/KC-130 Hercules / Super Hercules,https://www.navair.navy.mil/product/CKC-130-Hercules-Super-Hercules,air,KC-130J,"KC-130J tanker/transport platform; C-130J-30, HC-130J and KC-130T figures are excluded.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_navy/p5-us-air-kc130j-navair/manifest.md
p5-us-air-kc135r-usaf,A,U.S. Air Force,,KC-135 Stratotanker,https://www.af.mil/About-Us/Fact-Sheets/Display/Article/1529736/kc-135-stratotanker,air,KC-135R,,manifest+retrieval+retention,not_recorded,success,non-authoritative,partial,open,raw/sources/us_air_force/p5-us-air-kc135r-usaf/manifest.md
p5-us-air-kc46a-usaf,A,U.S. Air Force Air Mobility Command,Air Mobility Command public affairs,KC-46A Pegasus,https://www.amc.af.mil/About-Us/Fact-Sheets/Display/Article/1738527/kc-46a-pegasus/,air,KC-46A,"U.S. Air Force KC-46A Pegasus tanker/airlift configuration. Cargo, passenger and aeromedical figures are retained with their stated load condition.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-kc46a-usaf/manifest.md
p5-us-air-mq9a-creech,A,"Creech Air Force Base, United States Air Force",Creech AFB public affairs,MQ-9 Reaper Fact Sheet,https://www.creech.af.mil/About-Us/Fact-Sheets/Display/Article/669890/mq-9-reaper-fact-sheet,air,MQ-9 / MQ-9A,MQ-9 Reaper as flown by the United States Air Force. This page is the operating base's own fact sheet and duplicates most of the main Air Force fact sheet figures while adding the ones the main sheet omits.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-mq9a-creech/manifest.md
p5-us-air-mq9a-usaf,A,U.S. Air Force,Air Force public affairs,MQ-9 Reaper,https://www.af.mil/about-us/fact-sheets/display/article/104470/mq-9-reaper,air,MQ-9 / MQ-9A,Baseline U.S. Air Force MQ-9 Reaper with the source's extended-range modification recorded separately. No MQ-1 or later export variant values are merged.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-air-mq9a-usaf/manifest.md
p5-us-air-p3c-navair,A,U.S. Navy / Naval Air Systems Command,,P-3C Orion,https://www.navy.mil/Resources/Fact-Files/Display-Fact-Files/Article/2166367/p-3c-orion/,air,P-3 / P-3C,"P-3C Orion, with the page's P-3C Update III baseline and its stated reserve-squadron context. The EP-3E and other derivatives are not merged.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_navy/p5-us-air-p3c-navair/manifest.md
p5-us-air-uh1y-navair,A,Naval Air Systems Command,,UH-1Y Venom,https://www.navair.navy.mil/product/UH-1Y-Venom,air,H-1 / UH-1Y,UH-1Y Venom. The AH-1Z and other H-1 configurations are not merged.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_navy/p5-us-air-uh1y-navair/manifest.md
p5-us-air-uh1y-usmc,A,U.S. Marine Corps,,U.S. Marine Corps Aviation Plan — UH-1Y Venom,https://www.aviation.marines.mil/Portals/11/2017%20MARINE%20AVIATIOIN%20PLAN.pdf,air,UH-1Y,UH-1Y Venom Marine Corps aircraft. The combat-radius row retains the source's eight-troop/HOGE/on-station/reserve condition.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_marine_corps/p5-us-air-uh1y-usmc/manifest.md
p5-us-ground-fmtv-m1078-ctis-tm9232036510,A,U.S. Department of the Army,"Headquarters, Department of the Army","TM 9-2320-365-10, Operator's Manual for M1078 Series 2-1/2-Ton 4x4 Light Medium Tactical Vehicles (LMTV)",https://trucks25tonv1-2.tpub.com/TM-9-2320-365-10/css/TM-9-2320-365-10_262.htm,ground,FMTV/LMTV M1078/M1081 CTIS,"M1078/M1081 2-1/2-ton 4x4 LMTV operator configuration and its CTIS ECU; M1079 van, M1083-series 5-ton MTV, later FMTV upgrades, and customer tire/load packages are not silently merged.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/us_army/p5-us-ground-fmtv-m1078-ctis-tm9232036510/manifest.md
p5-us-ground-m109a2-armyhandbook,B,U.S. Marine Corps Intelligence Activity,Defense Intelligence community country-handbook editorial team,"Jordan Country Handbook, Equipment Recognition Appendix",https://info.publicintelligence.net/MCIA-JordanHandbook.pdf,ground,M109A2 155 mm self-propelled howitzer,2008 Jordan handbook recognition entry for M109A2; foreign-operator data is an assessment and not a US technical-manual replacement.,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/army_handbook/p5-us-ground-m109a2-armyhandbook/manifest.md
p5-us-ground-m109a2-historynet,C,HistoryNet (Military History magazine),Jon Guttman,M109 Self-Propelled Howitzer,https://historynet.com/m109-self-propelled-howitzer/,ground,M109A2,Historical US M109A2 baseline; later A5/A6/A7 upgrades excluded.,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/historynet/p5-us-ground-m109a2-historynet/manifest.md
p5-us-ground-m109a2-tm92350311,A,U.S. Department of the Army,"Headquarters, Department of the Army","Operator's Manual for Howitzer, Medium, Self-Propelled, 155 mm, M109A2/M109A3/M109A4/M109A5, TM 9-2350-311-10",https://www.nsndepot.com/Library/TM/TM-9-2350-311-10,ground,M109A2,M109A2 EIC 3EZ; shared pages with A3-A5 are used only where the table explicitly identifies the A2/A3/A4 configuration.,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/us_army/p5-us-ground-m109a2-tm92350311/manifest.md
p5-us-ground-m109a2-tm9235031134,A,U.S. Department of the Army / Government Publishing Office,"Army Department, Defense Department","Direct Support and General Support Maintenance Manual, TM 9-2350-311-34-1",https://www.govinfo.gov/app/details/GOVPUB-D101-PURL-LPS36916,ground,M109A2/M109A3/M109A4/M109A5,Maintenance data for M109A2 EIC 3EZ and related A2-A5 models; A2-specific table rows are kept separate from later A5 values.,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/govinfo/p5-us-ground-m109a2-tm9235031134/manifest.md
p5-us-ground-m109a7-armytechnology,C,,Praveen Duddu (article author); Verdict Media / Army Technology editorial team,"Paladin M109A7 155mm Artillery System, United States of America",https://www.army-technology.com/projects/paladin-m109a7-155mm-artillery-system/,ground,M109A7 Paladin,Current M109A7/PIM baseline from a trade-publication summary; ERCA/XM1299 and other prototype states are excluded.,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/army_technology/p5-us-ground-m109a7-armytechnology/manifest.md
p5-us-ground-m109a7-baesystems,C,,no individual author named; BAE Systems Land Systems public product team,M109A7 self-propelled howitzer,https://www.baesystems.com/en-us/product/m109a7-paladin,ground,M109A7 Paladin,"Manufacturer M109A7 Paladin/PIM product context; exact Army block, payload, fuel and customer configuration are not resolved.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/bae_systems/p5-us-ground-m109a7-baesystems/manifest.md
p5-us-ground-m109a7-peo,A,"U.S. Army, Program Executive Office Ground Combat Systems",,M109A7 155 mm self-propelled howitzer programme description,https://peogcs.army.mil/Programs/Artillery/M109A7/,ground,M109A7 Paladin,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/us_army/p5-us-ground-m109a7-peo/manifest.md
p5-us-ground-m109a7-weaponspecs,C,,no individual author named; WeaponSpecs editorial team,"M109A7 Paladin, specs & comparison",https://www.weaponspecs.com/systems/bae-systems-inc/m109a7-paladin/,ground,M109A7 Paladin,Current M109A7/PIM baseline; ERCA/XM1299 and incompatible engine/powertrain states are excluded.,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/weaponspecs/p5-us-ground-m109a7-weaponspecs/manifest.md
p5-us-ground-m1127-armor-army,A,U.S. Army Armor School / ARMOR,,The Stryker Reconnaissance Vehicle,https://www.benning.army.mil/armor/eARMOR/content/issues/2003/JUL_AUG/ArmorJulyAugust2003web.pdf,ground,M1127 RV,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/army_armor/p5-us-ground-m1127-armor-army/manifest.md
p5-us-ground-m1128-armor-army,A,U.S. Army Armor School / ARMOR,,Stryker Mobile Gun System Gunnery at Battalion and Brigade Level,https://www.benning.army.mil/armor/eARMOR/content/issues/2012/SEP_OCT/Tomlinson_Markiewicz.html,ground,M1128 MGS,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/army_armor/p5-us-ground-m1128-armor-army/manifest.md
p5-us-ground-m1128-army,A,U.S. Army,,Stryker crews train on new Mobile Gun System,https://www.army.mil/article/4718/stryker_crews_train_on_new_mobile_gun_system,ground,M1128 MGS,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/us_army/p5-us-ground-m1128-army/manifest.md
p5-us-ground-m142-armyrecognition,C,,no individual author named; Army Recognition editorial database (page metadata lists Administrator),HIMARS M142 high mobility rocket missile launcher data,https://www.armyrecognition.com/military-products/army/artillery-vehicles-and-weapons/multiple-launch-rocket-systems/himars-m142-high-mobility-rocket-missile-launcher-data,ground,M142 HIMARS,Current M142 HIMARS launcher; rocket and missile pod loadouts are mutually exclusive and are not merged.,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/army_recognition/p5-us-ground-m142-armyrecognition/manifest.md
p5-us-ground-m142-armytechnology,C,,no individual author named; Verdict Media / Army Technology editorial team,"HIMARS — High-Mobility Artillery Rocket System, US",https://www.army-technology.com/projects/himars/,ground,M142 HIMARS,Current M142 launcher profile; MLRS-family rocket and missile loadouts are kept mutually exclusive.,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/army_technology/p5-us-ground-m142-armytechnology/manifest.md
p5-us-ground-m142-himars-lockheedmartin,C,,no individual author named; Lockheed Martin Missiles and Fire Control public product team,HIMARS: Mobile Artillery Rocket Launcher System,https://www.lockheedmartin.com/en-us/products/himars.html,ground,M142 HIMARS,"M142 on the FMTV 5-ton chassis; GMLRS, PrSM and ATACMS launcher loadouts are retained as mutually exclusive variants.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/lockheed_martin/p5-us-ground-m142-himars-lockheedmartin/manifest.md
p5-us-ground-m142-weaponspecs,C,,no individual author named; WeaponSpecs editorial team,"M142 HIMARS, specs & comparison",https://www.weaponspecs.com/systems/lockheed-martin/m142-himars/,ground,M142 HIMARS,"Current M142 launcher; six-GMLRS, two-PrSM and one-ATACMS loadouts are mutually exclusive and not merged.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/weaponspecs/p5-us-ground-m142-weaponspecs/manifest.md
p5-us-ground-m1a1-army-tm,A,U.S. Army,,Abrams tank technical and weapon-systems reference material,https://www.army.mil/article/251102/abrams_tank,ground,M1A1 Abrams,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/us_army/p5-us-ground-m1a1-army-tm/manifest.md
p5-us-ground-m1a1-armyrecognition,C,,no individual author named; Army Recognition editorial database (page metadata lists Administrator),M1A1 Abrams main battle tank,https://www.armyrecognition.com/military-products/army/main-battle-tanks/main-battle-tanks/m1a1-abrams-united-states-uk,ground,M1A1 Abrams,"Cold War baseline M1A1; AIM/SA packages, M1A2 conversions and later upgrade states are excluded.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/army_recognition/p5-us-ground-m1a1-armyrecognition/manifest.md
p5-us-ground-m1a1-weaponspecs,C,,no individual author named; WeaponSpecs editorial team,"General Dynamics Land Systems M1A1 Abrams, specs & comparison",https://www.weaponspecs.com/systems/general-dynamics/m1a1-abrams/,ground,M1A1 Abrams,"Cold War baseline M1A1 as compiled by WeaponSpecs; AIM/SA, M1A2 conversions and later upgrade states are excluded.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/weaponspecs/p5-us-ground-m1a1-weaponspecs/manifest.md
p5-us-ground-m1a2sepv3-army-peogcs,A,U.S. Army Program Executive Office Ground Combat Systems,,Abrams M1A2 SEP v3 programme and modernization reference,https://peogcs.army.mil/Programs/Abrams/,ground,M1A2 Abrams SEP v3,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/us_army/p5-us-ground-m1a2sepv3-army-peogcs/manifest.md
p5-us-ground-m1a2sepv3-armytechnology,C,,Praveen Duddu (article author); Verdict Media / Army Technology editorial team,Abrams M1A2 SEPv3 Main Battle Tank: Specs,https://www.army-technology.com/projects/abrams-m1a2-sepv3-main-battle-tank/,ground,M1A2 Abrams SEP v3,"Current M1A2C/SEPv3 trade-publication profile; SEPv2, SEPv4 and M1E3 are excluded.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/army_technology/p5-us-ground-m1a2sepv3-armytechnology/manifest.md
p5-us-ground-m1a2sepv3-gdls,C,,no individual author named; General Dynamics Land Systems public product team,Abrams,https://www.gdls.com/abrams/,ground,M1A2 Abrams SEP v3,"M1A2 Abrams SEPv3 manufacturer capability context; SEPv2/SEPv4, M1E3 and customer-specific kit states are excluded.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/general_dynamics_land_systems/p5-us-ground-m1a2sepv3-gdls/manifest.md
p5-us-ground-m1a2sepv3-weaponspecs,C,,no individual author named; WeaponSpecs editorial team,"M1A2 SEP v3 Abrams, specs & comparison",https://www.weaponspecs.com/systems/general-dynamics/m1a2-sep-v3-abrams/,ground,M1A2 Abrams SEP v3,"Current SEPv3/M1A2C fielded configuration as compiled by WeaponSpecs; SEPv2, M1E3 and customer-specific kit states are excluded.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/weaponspecs/p5-us-ground-m1a2sepv3-weaponspecs/manifest.md
p5-us-ground-m270a1-armyguide,C,Army Guide,Army Guide editorial desk; no named individual supplied on the product page,MLRS M270A1 launcher,https://mail.army-guide.com/eng/product3266.html,ground,M270A1 MLRS,M270A1 IFCS/ILMS public product entry; European EFCS and M270A2 are excluded.,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/army_guide/p5-us-ground-m270a1-armyguide/manifest.md
